pk,city_x,year_x,weekofyear_x,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,city_y,year_y,weekofyear_y,total_cases
sj_2000_15,sj,2000,15,2000-04-15,0.07435,0.102575,0.16508570000000003,0.1372286,0.0,297.75285714299997,297.87142857099997,293.187142857,299.9,293.9,5.3,75.8428571429,0.0,14.65,3.54285714286,25.971428571399997,7.3,30.6,20.6,6.3,sj,2000,15,2
sj_1993_34,sj,1993,34,1993-08-27,0.10885,0.24925,0.2105714,0.2159143,1.36,299.918571429,299.98571428599996,296.49,302.1,297.9,26.9,81.7271428571,1.36,17.9171428571,2.3142857142900004,28.971428571399997,7.614285714289999,33.3,24.4,17.1,sj,1993,34,12
sj_1991_25,sj,1991,25,1991-06-18,0.0596,0.09235,0.1301286,0.13064289999999998,44.25,299.775714286,299.971428571,296.3,301.9,298.4,17.0,81.4214285714,44.25,17.7042857143,2.17142857143,28.9285714286,7.1428571428600005,33.9,25.0,3.3,sj,1991,25,14
sj_1999_7,sj,1999,7,1999-02-19,0.0263,0.0364,0.1718571,0.1876,18.66,297.218571429,297.44285714299997,292.73,299.4,295.5,18.64,76.2457142857,18.66,14.225714285699999,2.5714285714300003,24.3285714286,7.514285714289999,29.4,19.4,24.8,sj,1999,7,28
iq_2007_5,iq,2007,5,2007-01-29,0.17441429999999997,0.1805,0.1590714,0.20031429999999997,83.7,298.14428571400003,299.614285714,296.77428571400003,307.8,294.3,65.1,93.13571428569999,83.7,18.4142857143,9.0,27.725,10.3,35.0,22.3,60.3,iq,2007,5,5
sj_1990_22,sj,1990,22,1990-05-28,0.1962,0.2622,0.2512,0.24734,7.52,299.518571429,299.664285714,295.821428571,301.9,297.5,12.2,80.46,7.52,17.21,3.01428571429,28.9428571429,9.37142857143,35.0,23.9,5.8,sj,1990,22,6
sj_1999_17,sj,1999,17,1999-04-30,0.07295,0.02765,0.1945833,0.1375,10.2,299.035714286,299.15,294.201428571,301.0,297.2,5.35,74.7985714286,10.2,15.5614285714,2.72857142857,26.6857142857,7.385714285710001,31.7,22.2,4.1,sj,1999,17,10
sj_2005_18,sj,2005,18,2005-05-07,-0.1362,-0.2498,0.2218,0.2113714,0.0,299.54,299.564285714,295.554285714,301.9,297.5,11.0,78.9071428571,0.0,16.9628571429,2.75714285714,27.3714285714,5.7,31.7,23.3,48.2,sj,2005,18,2
sj_1992_8,sj,1992,8,1992-02-19,,0.1844667,0.1946143,0.20305710000000002,,297.898571429,298.107142857,293.62857142900003,300.1,296.3,4.4,77.2957142857,,15.0128571429,2.58571428571,25.7571428571,7.385714285710001,33.9,21.7,8.9,sj,1992,8,33
sj_1995_9,sj,1995,9,1995-03-05,0.07355,0.06865,0.12292,0.10995999999999999,0.0,297.17571428599996,297.257142857,293.444285714,299.5,295.4,50.73,79.8171428571,0.0,14.8528571429,2.4285714285699997,25.2428571429,8.4,30.6,20.0,51.7,sj,1995,9,20
iq_2000_28,iq,2000,28,2000-07-15,0.1767571,0.1731286,0.20411429999999997,0.1280143,55.52,296.41571428599997,297.392857143,295.622857143,304.5,292.6,64.77,95.84857142860001,55.52,17.12,7.385714285710001,26.8,11.4666666667,33.0,20.7,38.1,iq,2000,28,0
sj_1998_35,sj,1998,35,1998-08-27,0.0307,0.07575,0.1548167,0.1902571,96.58,300.468571429,300.578571429,297.401428571,303.1,298.7,98.3,83.45,96.58,19.0271428571,2.67142857143,28.0428571429,6.82857142857,33.9,23.3,146.4,sj,1998,35,204
sj_2007_34,sj,2007,34,2007-08-20,0.0331,0.0927,0.28732859999999993,0.2724857,34.47,300.911428571,301.064285714,296.801428571,302.9,298.9,56.82,78.4614285714,34.47,18.3057142857,2.7857142857099997,28.4571428571,6.74285714286,33.9,23.9,35.3,sj,2007,34,76
sj_1998_29,sj,1998,29,1998-07-16,0.0289,0.04713333,0.08254286,0.06893333,10.42,300.337142857,300.457142857,296.288571429,302.8,298.1,30.86,78.99,10.42,17.7157142857,2.7142857142900003,28.3857142857,7.07142857143,33.3,23.9,62.5,sj,1998,29,150
iq_2004_3,iq,2004,3,2004-01-15,0.32786,0.29844,0.30672,0.34024,63.47,297.75285714299997,298.957142857,297.02,306.2,294.5,62.5,96.12857142860001,63.47,18.7128571429,6.82857142857,28.7,9.9,34.1,23.1,68.1,iq,2004,3,8
iq_2003_22,iq,2003,22,2003-05-28,0.24114290000000002,0.1987,0.2537286,0.2544571,166.52,297.648571429,298.971428571,296.08,306.1,293.3,113.8,92.46142857139999,166.52,17.6185714286,9.31428571429,27.7,8.72,35.0,22.4,187.9,iq,2003,22,1
iq_2002_51,iq,2002,51,2002-12-17,0.2542286,0.18391429999999998,0.2707143,0.2090286,25.73,297.81857142900003,299.05714285700003,296.627142857,306.0,294.8,24.3,93.8457142857,25.73,18.2614285714,6.8571428571399995,27.98,8.72,34.0,23.3,24.0,iq,2002,51,21
sj_1993_15,sj,1993,15,1993-04-16,-0.0158,0.01885,0.068,0.0834,19.74,298.012857143,298.0,294.065714286,300.1,295.9,23.2,78.9614285714,19.74,15.5,3.0571428571399997,27.0714285714,7.785714285710001,33.3,22.2,11.7,sj,1993,15,6
sj_1993_32,sj,1993,32,1993-08-13,0.1016,0.1401,0.2187,0.16925710000000002,7.25,300.12142857099997,300.35,296.56142857099996,302.0,298.7,21.8,81.0128571429,7.25,17.9885714286,2.32857142857,29.028571428600003,6.25714285714,32.8,25.0,18.1,sj,1993,32,25
sj_2004_10,sj,2004,10,2004-03-04,-0.0638,0.0905,0.2206,0.2357714,0.0,297.82428571400004,298.05714285700003,293.645714286,301.2,296.0,16.2,77.7614285714,0.0,15.065714285699999,2.6857142857099996,25.157142857100002,7.214285714289999,31.1,20.6,15.8,sj,2004,10,5
iq_2001_29,iq,2001,29,2001-07-16,0.3195,0.2050857,0.1947429,0.3616333,52.05,297.555714286,298.928571429,294.11571428599996,307.9,291.1,18.0,84.2457142857,52.05,15.6057142857,11.4285714286,26.7666666667,10.0666666667,32.8,21.0,36.8,iq,2001,29,0
iq_2005_27,iq,2005,27,2005-07-09,0.2008,0.20106670000000001,0.1622667,0.2214,43.24,297.86571428599996,299.421428571,294.528571429,308.3,290.4,23.91,84.6928571429,43.24,16.038571428599997,11.1,27.8,10.7,34.5,21.6,40.9,iq,2005,27,7
sj_1992_17,sj,1992,17,1992-04-22,0.0922,0.1137,0.15141429999999997,0.1548286,36.16,298.088571429,298.257142857,294.048571429,300.6,296.5,25.8,78.4257142857,36.16,15.4528571429,2.82857142857,26.6714285714,7.24285714286,31.7,22.2,4.6,sj,1992,17,23
sj_2005_31,sj,2005,31,2005-08-06,-0.06475,-0.0267,0.1404,0.1212,80.34,301.158571429,301.107142857,297.291428571,303.0,299.3,54.1,79.6214285714,80.34,18.8314285714,2.87142857143,28.9428571429,5.92857142857,33.3,25.0,41.0,sj,2005,31,83
sj_1990_50,sj,1990,50,1990-12-10,0.12135,0.26166,0.19138570000000002,0.2099857,0.0,298.202857143,298.278571429,292.004285714,300.6,296.1,4.1,68.7228571429,0.0,13.6157142857,2.98571428571,24.6857142857,7.77142857143,29.4,19.4,2.8,sj,1990,50,47
iq_2000_42,iq,2000,42,2000-10-21,0.2748,0.1870571,0.3739429,0.27947140000000004,25.21,299.211428571,301.15,294.007142857,311.8,292.3,9.9,75.54,25.21,15.5285714286,14.9285714286,27.775,12.275,36.0,21.0,45.2,iq,2000,42,1
sj_1993_14,sj,1993,14,1993-04-09,,0.0423,0.19036670000000003,0.2082143,7.49,297.745714286,297.892857143,293.75285714299997,300.1,296.2,14.2,78.5642857143,7.49,15.1628571429,2.3571428571400004,27.2,7.714285714289999,32.8,21.1,4.6,sj,1993,14,6
sj_1999_1,sj,1999,1,1999-01-08,,-0.0876,0.1887,0.16341670000000003,45.39,298.7,298.814285714,295.097142857,300.7,297.3,17.72,80.5971428571,45.39,16.4528571429,2.4285714285699997,25.5714285714,5.47142857143,28.9,22.2,16.2,sj,1999,1,56
iq_2008_27,iq,2008,27,2008-07-01,0.30482859999999995,0.2336714,0.2489143,0.2558143,0.0,296.542857143,297.80714285700003,293.83,304.9,290.7,9.4,86.5242857143,0.0,15.2857142857,9.44285714286,,,,20.8,1.3,iq,2008,27,0
sj_1995_13,sj,1995,13,1995-04-02,0.19862,0.259575,0.24515,0.3054571,0.0,296.887142857,297.042857143,290.37857142900003,300.0,293.5,4.6,67.36428571430001,0.0,12.331428571400002,4.0,25.2428571429,7.75714285714,30.0,20.0,4.1,sj,1995,13,14
sj_2006_14,sj,2006,14,2006-04-09,0.0455,0.07005,0.08821429,0.0959,174.04,298.24,298.55,294.418571429,301.2,296.2,36.3,79.6028571429,174.04,15.7942857143,3.1857142857099996,25.4285714286,5.6428571428600005,30.6,21.1,84.6,sj,2006,14,1
sj_2005_9,sj,2005,9,2005-03-05,-0.10366669999999999,-0.04113333,0.1607,0.1097667,0.0,297.271428571,297.45,293.27428571400003,300.3,295.5,5.92,78.6671428571,0.0,14.75,2.95714285714,25.028571428600003,7.12857142857,30.6,20.0,5.3,sj,2005,9,5
sj_1997_29,sj,1997,29,1997-07-16,-0.0562,0.0112,0.1573143,0.1659714,24.42,300.094285714,300.171428571,296.511428571,302.2,298.1,35.4,80.9171428571,24.42,17.948571428599998,2.54285714286,28.6142857143,6.74285714286,32.8,24.4,40.9,sj,1997,29,3
iq_2005_8,iq,2005,8,2005-02-26,0.2011,0.20814290000000002,0.28121430000000003,0.2109,46.98,298.29571428599996,299.285714286,296.542857143,306.5,294.4,39.6,91.57714285709999,46.98,18.2014285714,7.8571428571399995,28.65,10.9,35.2,22.4,84.1,iq,2005,8,7
iq_2010_6,iq,2010,6,2010-02-12,0.2307571,0.1892571,0.1634857,0.23887139999999998,78.25,298.25142857099996,299.678571429,297.56857142900003,306.2,295.5,172.7,96.5157142857,78.25,19.345714285699998,6.32857142857,27.0,8.3,33.2,22.9,14.5,iq,2010,6,12
sj_2007_51,sj,2007,51,2007-12-17,,-0.039,0.1734167,0.15017139999999998,62.11,298.668571429,298.757142857,294.977142857,300.4,296.2,50.53,80.1785714286,62.11,16.3442857143,2.37142857143,25.0714285714,4.91428571429,28.9,21.7,108.2,sj,2007,51,13
iq_2007_43,iq,2007,43,2007-10-22,0.40347140000000004,0.3202286,0.4087,0.4229,106.73,296.971428571,298.19285714299997,295.96,305.1,291.9,67.93,94.7814285714,106.73,17.5428571429,7.75714285714,26.9,9.36666666667,32.1,20.9,79.3,iq,2007,43,3
iq_2006_47,iq,2006,47,2006-11-26,0.3405571,0.26625709999999997,0.34272859999999994,0.3283857,43.59,298.098571429,299.55714285700003,296.961428571,307.3,294.7,61.43,94.30285714290001,43.59,18.6385714286,7.37142857143,27.0,9.0,32.3,22.5,205.3,iq,2006,47,10
sj_1994_1,sj,1994,1,1994-01-08,-0.1209,0.0193,0.09498571,0.1785143,12.6,298.19142857099996,298.285714286,293.585714286,300.1,296.3,19.5,75.7428571429,12.6,14.951428571400001,2.05714285714,25.5,6.74285714286,29.4,21.1,41.0,sj,1994,1,31
sj_1999_19,sj,1999,19,1999-05-14,,0.0578,0.0804,0.08112,46.5,299.098571429,299.12142857099997,294.57285714299996,301.0,297.2,14.28,76.30857142859999,46.5,15.9671428571,2.58571428571,26.9571428571,7.62857142857,32.8,21.7,73.1,sj,1999,19,11
sj_1997_14,sj,1997,14,1997-04-02,,0.12300000000000001,0.1983167,0.19168329999999997,0.0,297.69285714299997,297.857142857,292.775714286,299.9,295.5,5.9,74.2057142857,0.0,14.2314285714,2.6857142857099996,25.0857142857,7.45714285714,29.4,20.6,2.9,sj,1997,14,11
sj_1994_34,sj,1994,34,1994-08-27,0.1564,0.130825,0.1920571,0.1767286,3.24,300.364285714,300.535714286,295.93142857099997,302.7,298.5,11.56,76.92,3.24,17.338571428599998,2.6428571428599996,28.5714285714,6.7,32.8,24.4,4.3,sj,1994,34,115
sj_1991_33,sj,1991,33,1991-08-13,0.0593,,0.1551,0.1567,0.0,300.42,300.65,296.484285714,302.8,298.7,20.4,79.1971428571,0.0,17.911428571400002,2.1857142857099996,29.4285714286,5.47142857143,33.3,25.6,3.3,sj,1991,33,60
iq_2008_47,iq,2008,47,2008-11-18,0.1930571,0.1965286,0.17625710000000003,0.1830571,59.44,298.89,300.30714285700003,297.741428571,307.2,295.2,199.52,94.1414285714,59.44,19.6171428571,7.814285714289999,27.9666666667,12.1,34.5,21.7,10.6,iq,2008,47,16
sj_1994_27,sj,1994,27,1994-07-09,0.12325,0.2155667,0.217,0.11334289999999998,15.39,299.125714286,299.178571429,295.154285714,301.5,297.9,54.83,78.80571428569999,15.39,16.4785714286,1.64285714286,27.9285714286,6.82857142857,32.2,23.9,19.5,sj,1994,27,42
iq_2000_46,iq,2000,46,2000-11-18,0.09993333,0.03586,0.1954857,0.06418333,39.25,301.637142857,302.614285714,294.232857143,311.8,294.2,3.6,67.1857142857,39.25,15.88,13.371428571400001,29.025,13.1,36.4,21.7,0.0,iq,2000,46,0
iq_2008_38,iq,2008,38,2008-09-16,0.2168,0.2773333,0.20893330000000002,0.3362667,65.43,297.588571429,298.428571429,295.30714285700003,306.7,292.1,53.5,88.52571428569999,65.43,16.8185714286,8.57142857143,27.8,11.6,35.6,20.7,50.1,iq,2008,38,19
sj_2001_19,sj,2001,19,2001-05-07,0.0371,0.0705,0.04781429,0.06374286,59.89,299.418571429,299.5,295.36571428599996,302.0,297.4,16.8,78.5671428571,59.89,16.7714285714,3.2,27.485714285700002,7.05714285714,32.2,22.8,64.3,sj,2001,19,13
iq_2002_31,iq,2002,31,2002-07-30,0.3870143,0.2601714,0.34927140000000007,0.2830571,89.93,297.161428571,298.728571429,294.624285714,308.5,292.8,23.33,87.0342857143,89.93,16.0757142857,10.6,26.7,11.14,33.8,19.3,35.6,iq,2002,31,6
sj_1997_23,sj,1997,23,1997-06-04,0.0557,0.08895,0.18415710000000002,0.1623571,118.35,298.995714286,299.042857143,295.978571429,300.6,297.9,41.7,83.4857142857,118.35,17.3685714286,1.9714285714300002,27.271428571399998,7.07142857143,32.8,22.2,31.3,sj,1997,23,14
iq_2006_45,iq,2006,45,2006-11-12,0.29512859999999996,0.24638569999999999,0.30207140000000005,0.27699999999999997,80.25,299.432857143,300.914285714,297.852857143,307.8,295.3,68.0,92.0885714286,80.25,19.731428571400002,8.2,28.25,9.55,33.9,22.4,108.7,iq,2006,45,2
sj_1991_27,sj,1991,27,1991-07-02,,0.1779333,0.2015286,0.1981571,26.7,299.37142857099997,299.385714286,295.945714286,302.4,297.4,51.99,81.69428571430001,26.7,17.3528571429,2.1428571428599996,28.3714285714,6.6,32.8,23.9,24.7,sj,1991,27,13
sj_1996_15,sj,1996,15,1996-04-08,0.0497,0.1488,0.1627286,0.1776429,49.18,298.135714286,298.207142857,294.36571428599996,300.8,296.3,27.9,79.77571428569999,49.18,15.751428571400002,2.52857142857,26.228571428600002,7.685714285710001,32.2,21.7,80.5,sj,1996,15,11
iq_2005_6,iq,2005,6,2005-02-12,0.2151857,0.17281429999999998,0.2623,0.22835709999999998,52.61,296.75285714299997,297.69285714299997,295.995714286,304.4,294.2,56.8,95.97714285709999,52.61,17.5757142857,5.18571428571,27.4666666667,8.73333333333,32.8,21.4,70.4,iq,2005,6,11
iq_2004_33,iq,2004,33,2004-08-12,0.1910714,0.22699999999999998,0.1685286,0.2957,18.44,296.53,297.635714286,292.222857143,307.2,288.1,4.1,79.2357142857,18.44,13.8242857143,12.1857142857,,,31.3,20.0,0.5,iq,2004,33,6
sj_2002_3,sj,2002,3,2002-01-15,0.0594,0.0526,0.1956714,0.15628570000000003,0.0,298.551428571,298.55714285700003,294.145714286,300.6,296.2,1.21,76.7342857143,0.0,15.5185714286,3.2,25.3285714286,7.04285714286,29.4,21.1,2.9,sj,2002,3,34
sj_1996_34,sj,1996,34,1996-08-19,,0.09555,0.3094667,0.2312,110.91,298.984285714,299.042857143,296.12857142900003,300.7,297.6,68.7,84.3442857143,110.91,17.5228571429,1.9714285714300002,26.785714285700003,6.62857142857,31.1,22.8,80.6,sj,1996,34,27
iq_2000_31,iq,2000,31,2000-08-05,0.2055286,0.1907571,0.2316714,0.2553143,16.24,297.19142857099996,298.285714286,291.72571428599997,306.2,288.5,1.0,74.72857142859999,16.24,13.421428571400002,13.771428571400001,25.34,10.94,32.0,17.0,11.5,iq,2000,31,0
iq_2004_9,iq,2004,9,2004-02-26,0.3190571,0.3352333,0.2176286,0.3000286,125.04,297.88285714299997,299.435714286,296.348571429,308.0,294.3,83.27,93.0128571429,125.04,17.95,7.814285714289999,27.4666666667,10.133333333300001,34.4,20.6,18.9,iq,2004,9,6
sj_1993_1,sj,1993,1,1993-01-08,0.02835,0.04366667,0.07865714,0.04645714,46.79,297.467142857,297.55,294.15,299.4,296.1,41.9,81.8785714286,46.79,15.52,1.9,25.8714285714,6.5,30.6,21.7,28.0,sj,1993,1,32
sj_1993_23,sj,1993,23,1993-06-11,0.1206,,0.1537714,0.14848570000000003,8.48,300.658571429,300.73571428599996,296.978571429,302.8,298.5,20.2,80.6157142857,8.48,18.4914285714,2.6428571428599996,29.9,7.385714285710001,34.4,25.0,1.3,sj,1993,23,12
sj_1993_48,sj,1993,48,1993-12-03,0.3572667,-0.0095,0.12734,0.08941429,6.09,298.627142857,298.721428571,294.965714286,300.5,297.2,25.7,80.4657142857,6.09,16.4014285714,2.01428571429,26.785714285700003,8.34285714286,33.3,21.1,5.5,sj,1993,48,40
sj_2007_38,sj,2007,38,2007-09-17,-0.01345,0.0749,0.1525714,0.1319286,70.39,301.217142857,301.30714285700003,296.56142857099996,303.1,298.9,26.14,75.97,70.39,18.0371428571,2.8142857142900004,28.3,6.28571428571,32.8,24.4,26.9,sj,2007,38,106
sj_1999_35,sj,1999,35,1999-09-03,,-0.0331,0.21065709999999999,0.1876,30.98,300.458571429,300.435714286,296.895714286,302.7,299.1,25.74,81.0028571429,30.98,18.41,1.9857142857099999,28.1857142857,7.02857142857,32.8,23.9,69.7,sj,1999,35,21
sj_1991_2,sj,1991,2,1991-01-08,,0.10046669999999999,0.2519,0.1376167,15.85,297.674285714,297.828571429,293.282857143,299.3,295.8,26.33,76.6285714286,15.85,14.671428571400002,1.8857142857099998,24.9142857143,6.31428571429,28.3,21.1,31.7,sj,1991,2,21
iq_2003_17,iq,2003,17,2003-04-23,0.32344290000000003,0.2531714,0.28522859999999994,0.2931,77.34,297.992857143,299.478571429,296.50142857099996,306.3,293.4,56.6,92.54714285709998,77.34,18.1557142857,8.385714285710002,28.2,10.45,33.9,21.8,82.9,iq,2003,17,0
iq_2008_19,iq,2008,19,2008-05-06,0.1361571,0.16315710000000003,0.1391571,0.1345571,50.5,295.97571428599997,296.87142857099997,294.66571428599997,304.5,290.6,47.1,93.15857142860001,50.5,16.18,6.97142857143,26.6,8.96666666667,32.4,20.6,18.0,iq,2008,19,1
iq_2001_30,iq,2001,30,2001-07-23,0.2911571,0.2526333,0.2182,0.3259857,54.52,296.815714286,298.221428571,294.991428571,306.0,292.0,38.29,90.8142857143,54.52,16.505714285699998,10.2714285714,27.366666666700002,11.4,34.0,21.2,25.2,iq,2001,30,0
iq_2003_49,iq,2003,49,2003-12-03,0.4003429,0.3180571,0.32877140000000005,0.3696429,72.23,298.315714286,299.73571428599996,296.135714286,309.4,293.5,77.83,89.2071428571,72.23,17.7457142857,9.7,28.7666666667,10.1666666667,35.1,22.0,138.0,iq,2003,49,3
sj_2001_29,sj,2001,29,2001-07-16,0.0073,0.06943333,0.2002286,0.19768570000000002,49.38,300.37142857099997,300.37142857099997,296.085714286,303.1,298.1,18.3,77.5871428571,49.38,17.474285714300002,3.1142857142900002,28.1142857143,7.54285714286,32.8,22.8,10.6,sj,2001,29,14
iq_2001_34,iq,2001,34,2001-08-20,0.2407571,0.1931143,0.2063429,0.2469143,9.97,298.44,299.814285714,294.017142857,308.8,291.7,30.1,78.3885714286,9.97,15.511428571400002,12.2,27.6,11.68,34.2,20.0,47.9,iq,2001,34,0
sj_1998_42,sj,1998,42,1998-10-15,,0.08155,0.18641429999999998,0.13868570000000002,25.94,300.79571428599996,300.857142857,296.612857143,302.9,299.3,18.5,78.0985714286,25.94,18.0914285714,2.6857142857099996,27.7571428571,6.31428571429,31.7,23.3,15.5,sj,1998,42,73
sj_1991_29,sj,1991,29,1991-07-16,,0.07733333,0.09982857,0.11664289999999998,29.67,300.234285714,300.342857143,296.081428571,302.2,298.6,23.6,78.24142857140001,29.67,17.4728571429,2.4285714285699997,28.8,6.914285714289999,33.9,23.9,12.2,sj,1991,29,18
sj_2007_49,sj,2007,49,2007-12-03,,-0.04235,0.0956,0.08900000000000001,17.85,299.02,299.021428571,294.288571429,300.8,297.1,68.0,75.36857142859999,17.85,15.6757142857,2.1,25.842857142899998,5.4,29.4,22.8,34.5,sj,2007,49,17
sj_2006_32,sj,2006,32,2006-08-13,0.0017399999999999998,0.0136,0.14574289999999998,0.1309857,63.83,300.208571429,300.37142857099997,296.57,303.1,297.9,171.58,80.6542857143,63.83,18.0071428571,2.85714285714,27.4428571429,5.4,31.1,23.9,40.9,sj,2006,32,10
sj_1994_33,sj,1994,33,1994-08-20,0.06666667,-0.0157,0.17661670000000002,0.22135,17.77,300.01,300.12857142900003,295.487142857,302.2,298.3,16.6,76.4371428571,17.77,16.8642857143,2.51428571429,28.514285714299998,6.77142857143,33.3,24.4,20.4,sj,1994,33,89
sj_2000_29,sj,2000,29,2000-07-22,0.22305,0.18965,0.2902,0.2455143,9.53,300.164285714,300.335714286,296.078571429,302.6,297.9,23.18,78.6042857143,9.53,17.4628571429,2.9,28.528571428600003,6.514285714290001,32.8,23.3,22.7,sj,2000,29,2
sj_1993_7,sj,1993,7,1993-02-19,0.11086669999999998,0.173375,0.2375143,0.2274143,14.71,297.76,297.971428571,293.342857143,299.6,296.4,7.2,76.5328571429,14.71,14.7528571429,2.48571428571,26.271428571399998,8.1,31.7,20.6,2.8,sj,1993,7,13
sj_2008_1,sj,2008,1,2008-01-01,0.0006,-0.3096,0.2398143,0.1955571,0.0,298.038571429,298.12142857099997,293.51428571400004,299.9,296.6,27.99,76.1485714286,0.0,14.911428571400002,1.8428571428599998,25.4,5.3,29.4,22.2,55.5,sj,2008,1,15
sj_1992_14,sj,1992,14,1992-04-01,0.09995,0.07765,0.1930667,0.1769,122.27,297.982857143,298.071428571,293.88428571400004,300.2,296.0,16.2,78.0671428571,122.27,15.264285714300001,2.74285714286,26.228571428600002,7.52857142857,31.1,21.7,24.1,sj,1992,14,30
sj_1994_14,sj,1994,14,1994-04-09,0.10800000000000001,0.05093333,0.1369286,0.11902860000000001,0.0,298.12,298.314285714,293.151428571,300.0,296.8,4.4,73.9514285714,0.0,14.5471428571,2.4,26.4285714286,7.77142857143,31.1,21.7,2.3,sj,1994,14,13
sj_1998_24,sj,1998,24,1998-06-11,0.12125,0.12125,0.2368143,0.27517140000000007,86.21,300.757142857,300.842857143,297.451428571,302.7,299.2,20.7,82.30571428569999,86.21,18.9914285714,2.4285714285699997,28.4285714286,6.985714285710001,32.8,23.9,38.6,sj,1998,24,59
sj_2005_21,sj,2005,21,2005-05-28,0.0476,0.06735,0.0966,0.08731429,156.94,299.805714286,300.035714286,296.9,303.0,297.1,145.7,84.33571428569999,156.94,18.4857142857,3.0714285714300003,28.3857142857,6.65714285714,35.0,23.9,71.2,sj,2005,21,4
iq_2004_7,iq,2004,7,2004-02-12,0.2787429,0.2987571,0.3127143,0.30482859999999995,24.83,298.27,299.55,295.64,307.2,294.8,33.46,86.7657142857,24.83,17.1742857143,8.5,27.925,9.5,33.3,22.8,13.4,iq,2004,7,3
iq_2008_30,iq,2008,30,2008-07-22,0.3270167,0.2091167,0.2837667,0.30955,52.36,296.54571428599996,297.314285714,295.00285714299997,306.8,287.8,47.59,92.77714285709999,52.36,16.5828571429,8.6,26.6,9.775,32.4,20.8,18.1,iq,2008,30,1
iq_2003_42,iq,2003,42,2003-10-15,0.2758286,0.22884290000000002,0.2752,0.2871143,44.16,298.162857143,299.35,296.201428571,305.6,293.8,34.6,90.34285714290002,44.16,17.7971428571,8.52857142857,28.3,10.65,34.4,22.9,36.0,iq,2003,42,2
sj_1991_31,sj,1991,31,1991-07-30,,,0.19064289999999998,0.15932860000000001,48.41,299.852857143,299.964285714,296.478571429,302.0,298.3,34.39,81.8971428571,48.41,17.878571428599997,2.3,28.5714285714,6.34285714286,33.3,25.0,18.0,sj,1991,31,25
iq_2008_45,iq,2008,45,2008-11-04,0.5010286,0.445,0.4276857,0.5457286,57.85,298.464285714,299.528571429,297.468571429,307.2,293.1,107.48,95.29,57.85,19.252857142899998,7.085714285710001,27.82,12.1,35.6,21.2,109.0,iq,2008,45,35
sj_1997_16,sj,1997,16,1997-04-16,0.033075,0.05155,0.2085429,0.2354857,0.0,297.178571429,297.464285714,291.674285714,299.6,295.1,7.5,71.55857142859999,0.0,13.35,2.7857142857099997,25.9,7.92857142857,31.7,20.0,0.8,sj,1997,16,19
sj_1995_34,sj,1995,34,1995-08-27,0.1131,0.0862,0.1374,0.1324714,75.11,299.952857143,299.98571428599996,296.887142857,301.9,298.1,96.1,83.49142857140001,75.11,18.404285714300002,2.1142857142900002,28.4285714286,7.65714285714,33.3,23.3,66.0,sj,1995,34,17
sj_1994_47,sj,1994,47,1994-11-26,,,,,11.16,299.422857143,299.457142857,296.377142857,301.9,297.6,23.7,83.5028571429,11.16,17.8485714286,2.4,27.8571428571,7.6,33.9,23.3,49.3,sj,1994,47,359
iq_2007_42,iq,2007,42,2007-10-15,0.2251286,0.1505143,0.1959857,0.2383857,74.52,299.444285714,300.828571429,296.587142857,310.2,295.0,86.4,86.7057142857,74.52,18.2657142857,9.82857142857,29.0,12.3,35.2,21.9,4.1,iq,2007,42,6
sj_2006_30,sj,2006,30,2006-07-30,-0.05556667,-0.10605,0.1034143,0.1018,29.74,300.794285714,300.95,296.762857143,302.8,298.6,19.1,78.7728571429,29.74,18.2071428571,2.67142857143,28.6,6.65714285714,33.9,23.9,13.3,sj,2006,30,12
sj_1998_14,sj,1998,14,1998-04-02,0.0672,0.02766667,0.14853329999999998,0.1277429,72.98,298.044285714,298.19285714299997,294.62857142900003,301.1,296.5,41.2,81.4057142857,72.98,15.998571428599998,2.52857142857,25.714285714299997,6.2,31.7,21.7,15.5,sj,1998,14,30
sj_1998_49,sj,1998,49,1998-12-03,0.05675,0.06565,0.06918571,0.05278571,22.35,298.301428571,298.257142857,295.172857143,300.4,296.5,115.77,83.0242857143,22.35,16.5871428571,1.8857142857099998,25.6428571429,5.94285714286,29.4,22.2,48.2,sj,1998,49,67
iq_2004_12,iq,2004,12,2004-03-18,0.3859857,0.4247833,0.3514143,0.34652859999999996,137.83,297.887142857,299.535714286,296.62142857099997,305.5,292.9,75.16,93.62857142860001,137.83,18.2485714286,9.78571428571,28.3,9.5,34.3,21.7,187.2,iq,2004,12,2
iq_2000_45,iq,2000,45,2000-11-11,0.2713667,0.15156670000000003,0.34725,0.23186669999999998,51.83,300.74857142900004,301.80714285700003,295.28,310.4,294.3,19.2,74.8028571429,51.83,16.8471428571,12.871428571400001,28.175,12.25,35.2,21.5,13.5,iq,2000,45,0
